,Restaurant,User_Name,Location,Time,Stars,Review,Zip_Code
778,"3445 Grand Ave Chino Hills, CA 91709",Arcadia W.,"Montclair, CA",5/13/2018,4,"Came here for mother's day dinner with my family and it was very busy (which we expected). The wait wasn't too bad and the service was great thanks to our server Arturo! He really made us feel special and important. He was really attentive and kept the refills coming. Our food tasted great. Before they updated their menu, we were on the brink of not really going anymore because the food was too salty and not enough veggie/vegan options. Now the food taste flavorful and they've added a small vegan/ veggie section. This visit we had crab wontons,  chicken lettuce wraps,  sangria,  sauteed eggplant, brown rice, salt n pepper prawns, surf n turf, molten chocolate cake,   lo mein, and kung pow chicken. Everything was cooked perfectly and we'll definitely be returning soon.",91709
779,"3445 Grand Ave Chino Hills, CA 91709",Richard K.,"Irvine, CA",9/7/2020,5,I usually go to this restaurant regularly. The food is good and the customer service is great too. They have been consistent in both of those areas regularly.,91709
780,"3445 Grand Ave Chino Hills, CA 91709",Kalina M.,"Chino Hills, CA",12/17/2019,3,Service wasn't very good. Never got water. Waitress had too many tables to take care of to give us the attention we expected. Food was great once it got there. The management needs  to hire more staff.,91709
781,"3445 Grand Ave Chino Hills, CA 91709",Roger R.,"Diamond Bar, CA",8/31/2020,1,"This place is ridiculous. Some drunk patrons sit there for hours, while people in line wait and wait and wait. Prices are too high for so-so Asian or Chinese food, however you want to describe it. Go to a fast food Chinese take out, much better off.",91709
782,"3445 Grand Ave Chino Hills, CA 91709",Christina A.,"Monterey Park, CA",8/27/2020,1,I ordered several lunch bowls for my family and my Monogolian beef bowl was not good. The beef was old and dry. Very disappointed with my dish. All the other dishes were good. I will not order this dish again.,91709
783,"3445 Grand Ave Chino Hills, CA 91709",Matthew J.,"La Habra, CA",6/23/2019,4,"Overall, I'm pretty satisfied. This restaurant usually has my favorite Chinese food. I recently came with my sister and father. We were feeling extra hungry and decided to splurge.For those who haven't been before, this location is large and well decorated. The lights are slightly dimmed to create a more professional ambiance. My favorite thing about the decor is the large horse outside reminiscent of their authentic roots. When you enter, there is a big space for people to wait, so nobody has to sit if it's crowd. Since I came for lunch, we didn't even have to wait. The hostess greeted us promptly and took us to our table.When we started looking at their menu, I was a little bit disappointed that the lunch menu was only available on weekdays. Nonetheless, the food looked good and the menu was well made. They added a new item called ""Mongolian potstickers"". As a Mongolian beef and potsticker lover, I was super excited to try them. I also ordered the lobster avocado roll, the black pepper chicken, the vegetable lo mein, and beef a la sichuan. The first thing that came out was the potstickers. I was very disappointed. They were over-fried and crispy. The sauce wasn't sweet. The beef on the inside was flavored weird. I thought they tasted cheesy (even though there was no cheese) but my sister just thought they weren't good. My dad was hungry, so he ended up just eating them.After that, the lobster avocado roll came out. Just as a tip, avoid getting the sushi at P.F. Chang's. It's small, not well flavored, and not that good. This particular one had an ""aioli"" sauce that tasted like mustard on top of it. None of us liked it. However, when I told the waitress about it, she was very nice and offered to replace it. I swapped it out with the chicken lettuce wraps, which are delicious.All of the entrees I ordered were terrific. The beef wasn't as spicy as I thought but the flavor was still sweet and enjoyable. The chicken was really well cooked, and the noodles had a great sauce. Somehow, we ate all of it. The portions could definitely be a lot bigger for the price we payed, but I thought it was worth it.I would definitely come back. Although I would avoid the potstickers and sushi, everything else from here is really good. Thanks for a good lunch!",91709
784,"3445 Grand Ave Chino Hills, CA 91709",Ben R.,"Southern California, CA",4/6/2018,4,"I usually avoid corporate restaurants and prefer to support only independent restaurants but I make an exception for P.F. Changs because I really like the food here. Been to this P.F. Changs quite a few times. Usually for lunch. Came again today.  I'm very disappointed to learn they took orange peel chicken off their weekday lunch specials menu (that is/was my favorite and the reason why we usually come here!).So today, I tried Chang's Spicy Chicken Bowl with brown rice (lunch special). Actually it was great. I would order it again. The three of us all got a different bowl. Mongolian Beef Bowl and a Crispy Honey Chicken Bowl. Photos below. Everyone enjoyed their food but we usually do here. We also got a side dish of spicy green beans which we all love and 3 house salads which we also love.We sometimes go to the P.F. Changs in Rancho Cucamonga (Victoria Gardens) but I don't like the parking situation (more hassle and much too congested mall traffic). Parking is much better here at the P.F. Chang's in Chino Hills!Either way, this isn't Panda Express quick food. This is quality Chinese food or to be politically correct I guess I should call it, ""Asian inspired cuisine"" although I'm sure most Asians would think this is very ""Americanized"" food. No matter what, it's still delicious.",91709
785,"3445 Grand Ave Chino Hills, CA 91709",Jackie L.,"Hacienda Heights, CA",10/24/2020,1,I just wanted to express how disappointed I was with the service I was provided at this Chino Hills PF Changs location. We usually come to this location for different occasions. This is the first time I had a problem. So we got seated outside which was fine. The waiter came over we ordered our drinks an appetizer and the Wonton soup to start off. The first thing we told the waiter was that my son had a shellfish food allergy. So when he comes back to the table he brings us our soup n left to go get the rest of our stuff. I began to pour some soup for my son and realized there was shrimp in the soup. Then I see the waiter running to our table   and he says I'm so sorry I just realized I grabbed the wrong soup. Wow!!!! Having a food allergy is a big deal people!!!! If your gonna work in this Industry you got to be on top of it especially when your dealing with people's lives. So he comped us for the soup. But that didn't make things ok. Anyways he brought us our meals. He took forever to get back to us to see if we needed anything else. The manager never came out to our table to apologize or see if everything was ok. But he did acknowledge the couple that was sitting next to us. He made sure they were doing good. Unbelievable!!!! Wont be going back to this PF.  Changs. Service is everything!!!!,91709
786,"3445 Grand Ave Chino Hills, CA 91709",Araceli S.,"Guadaloupe, Mexico",4/21/2019,4,One of my favorite places for fried rice Nd the lettuce chicken wraps a must try. Great place for a nice Friday night dinner,91709
787,"3445 Grand Ave Chino Hills, CA 91709",Ryan G.,"Daly City, CA",12/2/2019,5,Haven't had P.F. Chang's in a long time and decided to visit for dinner. I have to say Jacob our server acknowledged us quickly when we were seated and also provided us with excellent customer service. We also encountered Daniel who was very courteous  and also assisted with our needs.,91709
788,"3445 Grand Ave Chino Hills, CA 91709",Lisa C.,"Arcadia, CA",6/18/2017,1,"I came here with a friend and met up with our real estate agent friend of ours end of May 2017, we only ordered appetizers like the lettuce wraps, fried cauliflower, and chicken wings. The lettuce wrap was whatever, but the chicken wings were ta-die for, it was a bit pricy at $8.00 for 5 or 6 wings, but for tasty, crispy chicken, I'll pay that!:( :( So, when my son graduated from Cal Poly, June 11th, and the chicken wings fresh on my mind, we decided to have a celebratory dinner at PF Chang's. We made reservations for 7:15, we didn't get our table until about 30 minutes later and come to find out that they don't make chicken wings anymore!! We should have walked out right then and there but...we were hungry and just gotten our seats and had a large party. Disappointed, but ordered our meal, our appetizers took another 30 mins to come out and then another 30 mins for our entrées to start showing up. We ordered the spicy chicken, Thai salad, Chinese night noodles, the lettuce wrap, chicken pad Thai, the asparagus and sautéed green beans, and a couple of other dishes, dinner and tip was around $170. Everything was bad, and too salty!! So pissed that we stayed. We all ended up eating the green beans and the lettuce wraps. Needless to say, we left hungry and...thirsty!!!NEVER AGAIN!! :(",91709
789,"3445 Grand Ave Chino Hills, CA 91709",Ruby S.,"Placentia, CA",10/4/2018,1,Awful! We came here to celebrate my fiancé's birthday and the service was horrible. Our server was slow and boring. Like he hated his job.. then when it came to the birthday dessert he literally just handed us the dessert with the candle and lighter. I had to light it up and sing. This place is awful - don't come here to celebrate anything!!!! Food wasn't great either - soup was super salty and the steamed wontons tased like the frozen ones from a box. We will never come here again!,91709
790,"3445 Grand Ave Chino Hills, CA 91709",Corina D.,"Baldwin Park, CA",8/15/2019,2,"Extremely dissapointed with the service. My co workers and I waited over 45 min to be served when it wasn't even rush time. We had a birthday to celebrate and they never brought out the desert. We had errors in our orders. Ultimately they brought out the food within 15 min that we had to leave. But the food was tasty. Maybe it was a bad day, I might come back to review again.",91709
791,"3445 Grand Ave Chino Hills, CA 91709",Emil C.,"Irvine, CA",7/16/2015,2,"Don't come here expecting authentic Chinese food then you might be fine with the food. Unfortunately for me, I've eaten the real stuff all of my life, so this could not even pass for bad Chinese food for me. On top of the food being mediocre at best, it is overpriced even during happy hour. With all of that said, I thought that their chicken lettuce wraps were the only item that I thought was decent.My buddy and I sat at the bar and got pretty decent service from the bartender. I thought their beer choices were quite lacking, so we settled our bill and made our way over to the Yard House.",91709
792,"3445 Grand Ave Chino Hills, CA 91709",Darlene A.,"Orange, CA",10/25/2019,1,"Worst service. Sat at the bar for about 20 minutes, the bartender wouldn't even look our way.  We got up and left.",91709
793,"3445 Grand Ave Chino Hills, CA 91709",Rou M.,"Irvine, CA",5/15/2017,3,We ordered to go for the office. Major problem for me was that everything was in plastic containers. Even the plates they gave us were plastic.  Other than that the food is greasy and salty and I wonder if they're msg because the sauces looked really glossy.  Not a place I'd pick to eat on my own.  Having said that the food was ready in time for pick up.,91709
794,"3445 Grand Ave Chino Hills, CA 91709",Linda G.,"Pomona, CA",11/3/2019,2,"When they say BOGO entree they mean they discount the cheapest thing on your order. Per the website it's equal or less entree. I didn't know that they will just discount the $5 steam white rice. What happen to equal value entree. Stream rice is a side not an entree... I regret falling for this ""special"".....",91709
795,"3445 Grand Ave Chino Hills, CA 91709",Sara H.,"Chino Hills, CA",12/1/2019,1,This place is a rip off. They give you 4-5 pieces of meat and the rest is a bunch of peanuts and vegetables. The service is terrible and the food came out cold. The meat was way undercooked. Don't go here.,91709
796,"3445 Grand Ave Chino Hills, CA 91709",Adryan L.,"Las Vegas, NV",6/29/2018,5,"Shout out to Jess who made our dinner tonight totally enjoyable! She was prompt, brought out the food quick, and was able to handle my dads silly jokes which is always a plus! the food here was also delicious! We are going to be back again soon!!!",91709
797,"3445 Grand Ave Chino Hills, CA 91709",Robyn B.,"Chino Hills, CA",8/5/2018,1,"Ah. No bang for your buck. Don't expect large servings for take out. My family and I ordered the family for 4 deal (worth $47) and it looked like a family meal for 2 worth $25. We've received more food for less at Pick Up Stix, but because we were celebrating a birthday, we wanted something a little more special. The brown rice wasn't filled to the top and the sweet and sour chicken serving was unreasonably small. Although the lo mein and Mongolian beef were greasy, they were still pretty good.",91709
798,"3445 Grand Ave Chino Hills, CA 91709",Teresa S.,"Pasadena, CA",10/24/2019,2,"Eating in the food is great.  But don't order carry out.   I ate in and my food was freshly prepared and very tasty. I ordered a meal to go for a friend and it was horrible.   The beef looked like it was cooked last week.  Very dry, no sauce or juices.   It was supposed to be a spicy dish and there was nothing hot about the dish.By far the worst meal I've ever gotten from a PF Chang!",91709
799,"3445 Grand Ave Chino Hills, CA 91709",Hana A.,"Walnut, CA",5/29/2018,3,"Ordered takeout on my way here. Order should have been ready at 6:34, and it's over 15 mins wait after that. Initially they didn't know who the order was u def. when I gave my name. Ordered from Yelp/Grubhub. Hope the food is better",91709
800,"3445 Grand Ave Chino Hills, CA 91709",Michelle S.,"Chino Hills, CA",5/30/2017,1,"Extremely disappointed by today's visit. We came in a Tuesday evening around 7pm for dinner. The experience started great with the server being attentive and giving us a taste of the hot and sour soup in addition to the egg drop because we couldn't  decide. After that, the entire experience went down hill. The food:We ordered: egg drop soup, Oolang Chilean sea bass, and chicken lettuce wraps. Everything was pretty salty. In fact, I'm still thirsty as I sit here writing this review. For dessert we got the small order of the banana spring roll and Vietnamese chocolate lava cake. We also got  two decaf coffees. From one sip the coffee was extremely grainy. There were grounds of coffee in my teeth and mouth I spit it out in the napkin. We told the server and she said she would get us fresh coffee. After ten minutes she came to tell us she was making fresh coffee for us and said she knew ""it sucks, I know you ordered coffee for your desserts"" Another ten minutes later, the coffee finally arrives and our cake is now frigid cold!!! We were pretty neglected after ordering considering the three large parties nearby. We had to flag down a different server to ask the gal quasi-serving us to ask for our check. Such a shame too because it wasn't even that crowded. I don't like asking a different server for assistance, but in this case it was a must. We also felt she should've at least comped the coffees or cake since it was an overall miss. Our dissatisfaction was reflected in the less than great tip we left for the server. Overall, this was one of the WORST dining experiences we have ever had. Epic fail, PF Changs, and way to misrepresent a corporate chain. I sure hope not all PF Changs are like this. Needless to say, we won't be back. You're better off going to Pick of Stix.",91709
801,"3445 Grand Ave Chino Hills, CA 91709",Arti M.,"Chino Hills, CA",3/22/2020,1,"I had ordered a carry out yesterday. The food tasted horrible. We ordered 2 entrees and both the entrees had the same gravy, which tasted nothing but Soy Sauce. I had ordered Garlic noodles which is not on the menu, but they still make it when we dine in.I had ordered with no veggie's on it , but they had put veggies on it. When I called them to let them know that they had messed up on it , the person I spoke to said, Lo Mein is made the same way as garlic noodles. On top of it I was overcharged. Garlic noodles are $9.00, but they charged me the price of Lo mein. It was a horrible carry out experience with PF Changs .We are regular customers, and I am not sure if we will ever go there.",91709
802,"3445 Grand Ave Chino Hills, CA 91709",Edith C.,"La Puente, CA",4/8/2020,5,We did an online order for delivery and got our food on time   The food is always so delicious i recommend their chicken pad thai!! Over all very satisfied w8th their fast and delicious delivery,91709
803,"3445 Grand Ave Chino Hills, CA 91709",Melissa M.,"Los Angeles, CA",1/29/2018,4,"Quality of food is great. Nice, clean, and modern design inside. Service is friendly and prompt. It's not authentic, but I'm pretty sure you weren't expecting that from a PF Chang's were you? LolHowever like most, the value is what I'm having a problem with. We had the steamed pork dumplings, crab wontons, beef lo mein, chicken fried rice, and honey chicken. The pork dumplings were not bad. They were juicy and steamed correctly. The crab wontons were good, with real crab meat and not overly stuffed with cream cheese as a lot of Chinese restaurants may do it. I loved the fried rice and loved loved loved the lo mein. However the price you pay for fried rice was not worth it. I would pay the price for the lo mein because  I like the sauce, and the ratio of veggies, meat, and noodles. I did not like the honey chicken. The deep fry reminded me of the sweet and sour pork/chicken without the sweet and sour sauce. Ewe.  All in all, good quality food. Authentic Chinese , no....but we are here in America where everything kinda gets intermingled with the American culture. For those who want more authentic, travel a little further up Peyton and try one of those smaller Chinese restaurants.",91709
804,"3445 Grand Ave Chino Hills, CA 91709",Angie-Edgar E.,"Pomona, CA",1/17/2018,5,"Been a avid client of PF Chang's, and today I was very pleased by the authenticity and care of the new GM Joanne aka JOJOShe saw that I returned a plate, personally came back and brought a fresh plate and even took care of it and spent sometime chatting with us, like we were the only ones in the busy restaurant. For his I give her 5 stars!!! Keep it up.",91709
805,"3445 Grand Ave Chino Hills, CA 91709",Monica P.,"San Francisco, CA",3/20/2020,5,"In these difficult times that we are going through the pandemic,and pick up delicious food and the kindness of the tall and  bearded manager (sorry, I don't remember the name) really changed our afternoon I will recommend to my friends. Thank you.",91709
806,"3445 Grand Ave Chino Hills, CA 91709",Andmat S.,"Arcadia, CA",9/18/2019,5,"This is probably my favorite Chinese Restaurant. I love the ambience and the servers are friendly. The foods are delicious. Of course it's not an authentic Chinese food but the tastes are good. Try the Mongolian beef bowl, it's highly recommended.",91709
807,"3445 Grand Ave Chino Hills, CA 91709",Tim H.,"San Diego, CA",3/21/2018,1,"My wife and daughter took me out to P.F. Chang's for my birthday dinner on Sunday. We waited 20 minutes for a table only to be seated in a half empty restaurant. We sat there for over 10 minutes and never had a server come over. A waitress walk past us two different times and never acknowledged us. People who were seated after us were served. We tried to get the wait staffs attention but we were ignored. We finally left and said something to the hostess, she just looked at us.I wrote to P.F. Chang's and their response was we should have asked to speak to a manager. So it's are fault they were understaffed and no one helped us.",91709
808,"3445 Grand Ave Chino Hills, CA 91709",Jay E.,"Long Beach, CA",12/16/2017,1,"PF (COLD) Chang's... every dish came out COLD!Ma Po Tofu COLD, Stir-Fried Eggplant COLD!Soup (you guessed it COLD). Oh yeah the rice was COOD TOO!I also made the mistake to order coffee and it was so bitter that 2 full packages & loads of cream didn't make it drinkable... Bad!The only good thing was our server... he was apologetic and tried his best to get us some HOT food! This was a problem with the Kitchen, not the wait staff",91709
809,"3445 Grand Ave Chino Hills, CA 91709",Marlene A.,"Bell Gardens, CA",8/15/2019,1,Really disappointed about the service my work unit and i received at this place. My first time trying this place i was looking forward to but i was disappointed to have waited more than 40 minutes for our food! We had a party of 10 and our waiter was not considerate about our time. We came to enjoy lunch and left disappointed. The food was good but not as hot as i expected it to be since we waited so long. Don't think i will be back here again.,91709
810,"3445 Grand Ave Chino Hills, CA 91709",Susan L.,"Rowland Heights, CA",1/31/2016,1,"Two words... Never againOrdered their kung pao chicken, Mongolian beef and spicy green beans.If the food takes that long I thought oh it must be good... Was I wrong! The food was warm and you can tell it's been sitting out for a while because the green beans got overcook, salty and soggy. The chicken was not covered in sauce and was dry. I think they cooked the chicken and the vegetable with the sauce separately and not cook everything altogether.The Mongolian beef was the best out of the three.Overall, not the best Chinese food I've had but what can you say it's Americanized Chinese food",91709
811,"3445 Grand Ave Chino Hills, CA 91709",Rebecca S.,"Chino, CA",6/8/2019,4,"Food is always fresh and delicious. Staff is good. Only complaint is that there have been many times where they switch waiters during our meal. Other times, they struggle with large parties. Otherwise, I love it there and can't wait to go have some more Moscato, shrimp fried rice and green beans with that wonderful sauce!",91709
812,"3445 Grand Ave Chino Hills, CA 91709",Valencia J.,"Carson, CA",4/30/2018,5,Great place good food and great people. Let's say I give this place a 10. We  had  the  opportunity to take in the aroma of asian best home meal house mentality. I love it.,91709
813,"3445 Grand Ave Chino Hills, CA 91709",Tila T.,"Sacramento, CA",2/9/2016,4,"You know what to expect when dining at PFC: expensive non-authentic chinese food. Once you're ok with that, it's actually pretty great.You can get a meal for two (appetizer, 2 entrees, and dessert) for $40-ish before tax/tip. We had a gift card for $50. Perfection!Our waiter, Gabe, was really friendly and his menu knowledge and services were on point! He quickly took our orders of chicken lettuce wraps, mongolian beef, pad thai, and banana egg roll with ice cream dessert. We decided to splurge and get an extra appetizer of the calamari.The lettuce wraps were a little too salty, but still really tasty - I really enjoyed the chopped water chestnut in there. The calamari was bo-ring - just strips of plain battered squid. It could have used a lot more seasoning, or even the fun tentacle pieces of the squid. I regret this splurge. The pad thai was flavorful, but oddly watery. The mongolian beef was meaty, but had a funny taste I cannot point at. And lastly, the fried banana egg roll was fun and went well with the ice cream. However, i recommend PFC battering the banana in panko or tempura instead because the egg roll wrapper is too thick and hard to cut through.Decor is reminiscent of cheesecake factory - high ceilings, lush furniture, fancy looking art. I'd come back here again if I had a gift card.",91709
814,"3445 Grand Ave Chino Hills, CA 91709",Nancy T.,"Orange County, CA",10/8/2017,2,"I haven't eaten at PF Chang's in years and now I remember why. The food is Americanized, on the pricier side, and really doesn't taste very good. They occasionally have some deals for two with multiple courses for a minor price break, but it's honestly not that much food and overall still disappointing. I would rather go to Panda Express.",91709
815,"3445 Grand Ave Chino Hills, CA 91709",Andy N.,"West Covina, CA",4/7/2019,5,"Have been to P.F. Chang's for a long time, it's good to be back since now I'm eating a different restaurant. But I still didn't forget this place, most times I dine at Santa Monica, Beverly Center and Pasadena this restaurant still same great quality food and service is amazing.",91709
816,"3445 Grand Ave Chino Hills, CA 91709",Jeffery Z.,"Chino, CA",5/28/2019,1,Very unhappy with this restaurant and I wont return again afterbeing a long time customer. We had a coupon for a free entree with purchase of an entree. My wife is gluten sensitive so we ordered from their gluten free menu and they would not honor the coupon. How stupid on their part. The gluten free entrees are more expensive and the coupon did not exclude gluten free entrees. We asked to see manager but he or she would not come out and discuss. We ate elsewhere,91709
817,"3445 Grand Ave Chino Hills, CA 91709",Joy A.,"Chino, CA",1/17/2020,1,"Ahhhh there's nothing I love more than  being served a nice long piece of HAIR with salad around it. Mmmm yummy and if that doesn't make you want more how about burnt to a crisp potstickers? Sounds delich so far? Mmmm now for the cherry on top, no water refills till the near end of our visit, I sure was parched but hey who needs water? I'll just swallow my spit! Thanks PF Changs for the wasted $50 on seriously nasty food and mediocre table service. Don't waste your time here people unless that is of course you like eating hair. Hey it's not my thing but I'm sure it's someone's liking",91709
818,"3445 Grand Ave Chino Hills, CA 91709",Millie C.,"City of Industry, CA",10/19/2019,1,"We went to this restaurant on Saturday dinner time. There were a lot of diners. We only had 2 people. The Front desk who took the seat took us to the table of 4 people in the middle. We wanted to sit at the table of 2 people sitting near the wall. She didn't  Agree, she said to be a Reserved for 30 people.  OK。 I asked her can we have another seat for 4 people near the wall ？She also said that it is reserved.  At this time her tone and expression have been obviously impatient. 3 times let us go to the front desk to waiting，etc. Finally, she  guide us to the middle of the table of 4 people, well, we sit here because we are very hunger.！The table is greasy and sticky, very  dirty.  After about 10-15 minutes, There are 2 people and 3 people sitting at the 2 tables..  I went to and ask the 2 tables of guests, they all said that there is no appointment, just walk in!  I asked the manager why they can and we can't sit?  I want to know what happened?  The manager explained the priority of the reservation, and if the scheduled guest canceled, it can be given to the guest who walked in.  I told the manager: I have already asked the guests, they have not booked!  The manager also found a reason to say what the scheduled guest canceled, I said: You know that this is a lie!  The female manager said she would ask the front desk what happened and will come back ..  I haven't seen the female manager back after I paid the bill and the tip.  I had to ask the Delivery waiter to told the manager again ：I am still waiting for her reply.  After a few minutes a male manager came out and repeated the same reason as the before manager , and then asked me what I needed to help?  I need to know what reason we can't sit in those seats?  Or just say ""sorry ""to us because you whole servicer have been lying.  The manager said very sorryly that he was not sincere.  He did not think that their behavior was wrong.  I will keep my dissatisfaction with them because they are not worthy of what I say.  When we left, there were still customers in the waiting area, and there were already a lot of Empty seat in the restaurant inside！which meant that they deliberately created a lot of illusions for the guests!  !  !  No special food plus bad service, will you come back next time?我们在周六晚餐时间到这家餐厅，人很多，我们只有2人，领坐的女服务员带我们去中间4人位的桌子，我们想做坐在靠近墙边的2人的桌子，她不同意，说是留给30人的聚会。我问她另外一边4人的座位可以吗？她也说是预留的位置。这时她语气和表情已经明显很不耐烦.3次让我们去服务台等.最后还是带我们去中间的那个4人桌，好吧，我们已经很饿了，只好坐这里.桌子上油腻腻的粘手，很脏。大概过了10-15分钟，那2个位置上有人坐下。我去问了那2桌的客人，他们都说没有预约，跟我们一样没有预约. 我问经理为什么他们可以而我们不可以坐在那边的座位？发生了什么？经理解释说预定的优先，如果预定的客人取消了那么才可以给没有预约的客人。我告诉经理：我已经问过了那些客人，他们都没有预约. 你也知道没有人预约那些桌子。女经理又找理由说什么预定的客人取消了，我说：你明明知道这是谎言！女经理说她去问一下前台再来告诉我，然后就消失了。我结账并支付小费之后还没有见到那位女经理回来。只好再次请送菜员帮忙告诉经理我还在等她答复。这时出来的是一位男经理，跟前面那个经理一样的理由又重复了一遍，然后问我有什么需要帮忙的？我告诉他我需要知道什么理由我们不可以坐在那些座位？或者就跟我道歉吧，因为你们一直在撒谎。经理很不诚心的说了对不起。看的出来他不认为他们的行为有错误。我就保留对他们的不满吧，因为他们不值得我再说什么了。当我们离开的时候，等待区依然有顾客，而此时餐厅里面已经有很多空位，也就是说他们故意营造一种客人很多的假象！！！想吃中国菜还是另选其他吧没有什么特色的食物加上很差的服务，下次还会再光临吗？",91709
819,"3445 Grand Ave Chino Hills, CA 91709",Daniel T.,"Corona, CA",2/5/2020,1,"Recently went to one of my favorites P.F. Changs. I was horrified by the results. Ordered beef and broccoli as in the past as a side dish,  was shocked to find a big piece of tendon or muscle in the meat. I brought it to the attention of the waiter with no result. I was disgusted and lost my appetite. No reaction from the server. Will never go back to P.F. Chang again! Horrible!!!!",91709
820,"3445 Grand Ave Chino Hills, CA 91709",Alysia A.,"Ontario, CA",1/12/2019,4,"The food was AMAZING... I love P.F. Changs.. my only issue is the food was cold when it got to the table  ...cold riblets, cold fried rice, cold meals....that is not a huge deal to me...but my boyfriend hates good that is not hot.  Outstanding service and desert!!",91709
821,"3445 Grand Ave Chino Hills, CA 91709",Avni V.,"Eastvale, CA",11/4/2015,4,"Ah I love coming here! One of the good restaurants in The Shoppes area! Whenever I am working in our Chino Hills office, my coworkers and I come here for happy hour which ends up turning it into a dinner usually. It is extremely easy to locate and it has ample amount of parking available. It has indoor and outdoor seating with a bar seating separate. The service here is really great, quick and attentive. It can be bit pricey but their food proportions make up for it. I always have leftovers for lunch next day. Few of my go-to dishes here [I switch it up depending on the mood of my taste buds]:-- Vegetable Lo Mein-- Chili Garlic Green Beans [MY FAVORITE!]: I have tried making it few times on my own but obliviously it has not eve come close to theirs.-- Vegetable Fried Rice-- Pad Thai: can never go wrong with the pad thai.-- Vegetarian Lettuce Wraps: I had one of my coworker try them and since then he started eating the vegetarian lettuce wraps rather than the regular ones.Last time I came here for happy hour, our bartender [really nice lady] was friendly and was chatting with us. She offered for us to try the citrus - light green colored shot, I forgot the name of the drink but she said that it's her favorite and she would like to get our opinion on it. It was by far the most subtle and yet refreshing shot I have ever had.  It was nice of her to offer those shots on the house.One of my coworker loves coming here because they have gluten free options! It just makes her happy to see that she can still have a meal with her coworkers or her family without going to special gluten free restaurant.",91709
822,"3445 Grand Ave Chino Hills, CA 91709",Steve B.,"Wildomar, CA",11/14/2015,2,"The food was good. The service was nice, but we were seated outside on a November evening. We were told that there heaters but we were sat at the ONE table that didn't have a heater. It was a bit cold. Also there were items like the soy sauce container that were dirty. The candle was not lit. The table was not big enough for four people to have a meal. The food was good. The service was nice. But so many little things spoiled it Sorry",91709
823,"3445 Grand Ave Chino Hills, CA 91709",Gloria S.,"Chino, CA",5/28/2019,1,"Have been part of PF Chang's loyalty program for a few years.  Since it changed its format, it's not as worthwhile.  Example:  Went last week with offer of free Hokkien Street Noodles with purchase of entree.  Server said we could not use the offer because we wanted to order off the gluten-free menu, which we always have done in the past.  We asked to see manager but manager never came.  We left without eating and will probably never return.  Very poor service and very unproductive given all the business we've given them in the past.",91709
824,"3445 Grand Ave Chino Hills, CA 91709",Robert G.,"Los Angeles, CA",1/21/2019,2,"I ordered takeout through online ordering and went in for pickup and the place is extremely dark. The cashier is off to the side of the bar area. He even aplogized for how dark it was and said they needed more light. I ordered beef lo mein which was good, but the sweet and sour chicken was mushy and not good at all. The amount of food was not much for a near $30 order and the quality is subpar. I would rather get Panda Express and save $$$ I won't be going back.",91709
825,"3445 Grand Ave Chino Hills, CA 91709",Greg F.,"Chino, CA",11/15/2013,3,"My review of P.F. Chang's is a battle between taste and value, with the lack of value overpowering the taste.  We recently took advantage of a gift card, and I barely remember what we ordered..........wait some type of chicken dish and lettuce wraps, but that's all I can remember.    Some of the items we ordered could have fit in one palm, but the price was ridicules for the serving size.  The items tasted satisfactory, but nothing that was burned into our memories or that left a desire to return anytime soon.In regards to the facility, it is pretty awesome.  The modern appointments and interior lighting is pretty special. In regards to the wait staff, they were excellent.  The wait staff stopped by frequently, ensured our drinks were full, and they were professional.  If not for the great service, this would be a two star review.",91709
826,"3445 Grand Ave Chino Hills, CA 91709",Mary Anne Y.,"Irvine, CA",6/10/2015,2,"The first time I've had PF Chang's was in Dubai and I loved it! I always get their dynamite shrimp (tdf!!), dan dan noodles, and hot and sour soup. Every dish was perfect! I kept going back and the quality of the food was consistent. So when I moved here, I was so excited to eat at PF and expected the food to be better since the chain originated in this country. Imagine my surprise when my whole experience turned out to be a letdown. The hot and sour soup was not only NOT hot, but the texture was so thick and the color looked so dark! The bamboo shoot and soy sauce overpowered the flavor. I asked our server to have the kitchen heat up our soup and it came back more or less the same temperature. Room temp. We decided to send it back and cancel our order. Which they obliged. They gave us complimentary bowls of freshly cooked soup, it was warm but the flavor and texture was still off. Their dan dan noodles were alright. Noodles were slightly over cooked, a bit too saucy than the usual, which made the dish a tad mushy feel in the mouth. Good thing the dynamite shrimp was delicious as always! 2 stars for the shrimp! I love how it's crisp and creamy and spicy at the same time, and the shredded lettuce underneath compliments the flavor of the sauce. Omg. I would still come back but only for the dynamite shrimp and nothing else. I will never make the mistake of ordering any other dish from there ever again.",91709
827,"3445 Grand Ave Chino Hills, CA 91709",Sierra M.,"Diamond Bar, CA",8/27/2015,2,"I'm really not sure what I expected of this place. Of all the years it's been in the shoppes I've never eaten here until tonight-and now I know why. I am by no means an expert on Asian food and I came in knowing that this is inauthentic ""asian"" fusion but still ended up disappointed. Two stars for the ambience; the decor is like something you'd see in Yardhouse or something. It's modern and dimly lit and seems like a good place for large groups to gather. The service was inattentive and rushed even though we came in on a slow week night. The food was just gross. Everything was saucy and flavorless and the meat was tough and fibrous. I took a bite of everything we ordered and the only thing edible was the beef with broccoli. This place is really expensive for what it is. Id skip it and drive to Rowland for better, cheaper fusion Asian food.",91709
